% Data obtained from Wistuba et. al; https://github.com/wistuba/TST
@RELATION ongrid-svm

@ATTRIBUTE kernel_rbf NUMERIC
@ATTRIBUTE kernel_poly NUMERIC
@ATTRIBUTE kernel_linear NUMERIC
@ATTRIBUTE c NUMERIC
@ATTRIBUTE gamma NUMERIC
@ATTRIBUTE degree NUMERIC
@ATTRIBUTE y-on-seismic NUMERIC
@ATTRIBUTE y-on-automobile NUMERIC
@ATTRIBUTE y-on-shuttle NUMERIC
@ATTRIBUTE y-on-segment NUMERIC
@ATTRIBUTE y-on-chess NUMERIC
@ATTRIBUTE y-on-magic NUMERIC
@ATTRIBUTE y-on-titanic NUMERIC
@ATTRIBUTE y-on-pima NUMERIC
@ATTRIBUTE y-on-spectfheart NUMERIC
@ATTRIBUTE y-on-abalone NUMERIC
@ATTRIBUTE y-on-ecoli NUMERIC
@ATTRIBUTE y-on-banana NUMERIC
@ATTRIBUTE y-on-bands NUMERIC
@ATTRIBUTE y-on-ring NUMERIC
@ATTRIBUTE y-on-lymphography NUMERIC
@ATTRIBUTE y-on-tic-tac-toe NUMERIC
@ATTRIBUTE y-on-german-numer NUMERIC
@ATTRIBUTE y-on-splice NUMERIC
@ATTRIBUTE y-on-diabetes NUMERIC
@ATTRIBUTE y-on-appendicitis NUMERIC
@ATTRIBUTE y-on-sonar-scale NUMERIC
@ATTRIBUTE y-on-twonorm NUMERIC
@ATTRIBUTE y-on-wdbc NUMERIC
@ATTRIBUTE y-on-australian NUMERIC
@ATTRIBUTE y-on-letter NUMERIC
@ATTRIBUTE y-on-usps NUMERIC
@ATTRIBUTE y-on-led7digit NUMERIC
@ATTRIBUTE y-on-winequality-red NUMERIC
@ATTRIBUTE y-on-bupa NUMERIC
@ATTRIBUTE y-on-spambase NUMERIC
@ATTRIBUTE y-on-coil2000 NUMERIC
@ATTRIBUTE y-on-W8A NUMERIC
@ATTRIBUTE y-on-A9A NUMERIC
@ATTRIBUTE y-on-vehicle NUMERIC
@ATTRIBUTE y-on-crx NUMERIC
@ATTRIBUTE y-on-pendigits NUMERIC
@ATTRIBUTE y-on-saheart NUMERIC
@ATTRIBUTE y-on-car NUMERIC
@ATTRIBUTE y-on-housevotes NUMERIC
@ATTRIBUTE y-on-monk-2 NUMERIC
@ATTRIBUTE y-on-cod-rna NUMERIC
@ATTRIBUTE y-on-colon-cancer NUMERIC
@ATTRIBUTE y-on-phoneme NUMERIC
@ATTRIBUTE y-on-haberman NUMERIC
@ATTRIBUTE y-on-wine NUMERIC
@ATTRIBUTE y-on-wisconsin NUMERIC
@ATTRIBUTE y-on-yeast NUMERIC
@ATTRIBUTE y-on-breast-cancer NUMERIC
@ATTRIBUTE y-on-kr-vs-k NUMERIC
@ATTRIBUTE y-on-ijcnn1 NUMERIC

@DATA
1.0,0.0,0.0,-0.8333333333333334,0.3252574989159953,0.0,0.609002,0.1875,0.983103,0.125541,0.503125,0.837802,0.759637,0.668831,0.740741,0.211976,0.382353,0.880189,0.671233,0.918919,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.177419,0.38,0.465625,0.681159,0.780435,0.942494,0.97102,0.757908,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.937174,0.692308,0.803885,0.677419,0.416667,0.635036,0.397306,0.583942,0.164113,0.904187
1.0,0.0,0.0,-0.8333333333333334,0.0752574989159953,0.0,0.72724,0.1875,0.974483,0.891775,0.503125,0.821767,0.759637,0.668831,0.740741,0.20479,0.441176,0.55,0.671233,0.971622,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.982432,0.95614,0.543478,0.773,0.177419,0.38,0.590625,0.681159,0.868478,0.942494,0.97102,0.757908,0.352941,0.557252,0.797635,0.602151,0.713873,0.574468,0.505747,0.962359,0.692308,0.760407,0.677419,0.416667,0.956204,0.326599,0.905109,0.164113,0.905331
1.0,0.0,0.0,-0.8333333333333334,0.4247425010840047,0.0,0.533492,0.1875,0.983908,0.121212,0.503125,0.832282,0.759637,0.668831,0.740741,0.207186,0.382353,0.901887,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.177419,0.38,0.45625,0.681159,0.63913,0.942494,0.97102,0.757908,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.875662,0.692308,0.781684,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.903911
1.0,0.0,0.0,-0.8333333333333334,0.1747425010840047,0.0,0.71902,0.1875,0.981839,0.75974,0.503125,0.829916,0.761905,0.668831,0.740741,0.219162,0.382353,0.690566,0.671233,0.983784,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.983108,0.675439,0.543478,0.542667,0.177419,0.38,0.596875,0.681159,0.863043,0.942494,0.97102,0.757908,0.252941,0.557252,0.491587,0.602151,0.713873,0.574468,0.505747,0.960351,0.692308,0.783534,0.677419,0.416667,0.934307,0.397306,0.583942,0.164113,0.906239
1.0,0.0,0.0,-0.6666666666666666,-1.0,0.0,0.494875,0.1875,0.781954,0.121212,0.503125,0.654837,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.306989,0.06,0.45625,0.681159,0.63587,0.942494,0.969861,0.757908,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.666757,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.902648
1.0,0.0,0.0,-0.6666666666666666,-0.75,0.0,0.690196,0.1875,0.781954,0.121212,0.503125,0.654837,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.876344,0.06,0.45625,0.681159,0.63587,0.942494,0.969861,0.829461,0.252941,0.557252,0.203729,0.602151,0.713873,0.574468,0.505747,0.66946,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.902648
1.0,0.0,0.0,-0.6666666666666666,-0.5,0.0,0.6973,0.1875,0.823333,0.532468,0.803125,0.674027,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.862992,0.62987,0.772727,0.547619,0.982432,0.578947,0.804348,0.099,0.943548,0.06,0.45625,0.681159,0.63587,0.942494,0.972025,0.837343,0.252941,0.557252,0.849477,0.602151,0.713873,0.893617,0.505747,0.95185,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.956204,0.234676,0.902648
1.0,0.0,0.0,-0.6666666666666666,-0.3252574989159953,0.0,0.711458,0.1875,0.905862,0.854978,0.925,0.767087,0.759637,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.552027,0.433333,0.6875,0.745,0.807874,0.62987,0.772727,0.547619,0.983784,0.657895,0.855072,0.515333,0.826882,0.06,0.45625,0.681159,0.63587,0.942494,0.972488,0.83335,0.405882,0.816794,0.929513,0.602151,0.713873,0.914894,0.505747,0.959792,0.692308,0.708603,0.677419,0.416667,0.941606,0.299663,0.970803,0.270314,0.902648
1.0,0.0,0.0,-0.6666666666666666,-0.25,0.0,0.716888,0.1875,0.915057,0.84632,0.926562,0.777865,0.759637,0.668831,0.740741,0.177246,0.382353,0.55,0.671233,0.752703,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.982432,0.868421,0.855072,0.635667,0.444624,0.12,0.45625,0.681159,0.641304,0.942494,0.972798,0.819634,0.488235,0.816794,0.947249,0.602151,0.713873,0.93617,0.597701,0.961227,0.692308,0.708603,0.677419,0.805556,0.948905,0.299663,0.970803,0.331789,0.902806
1.0,0.0,0.0,-0.6666666666666666,-0.0752574989159953,0.0,0.730691,0.1875,0.942759,0.898268,0.503125,0.815457,0.759637,0.668831,0.740741,0.192814,0.382353,0.55,0.671233,0.932432,0.433333,0.6875,0.745,0.497638,0.668831,0.772727,0.547619,0.982432,0.947368,0.818841,0.781333,0.284946,0.59,0.6,0.681159,0.83913,0.942494,0.971716,0.757908,0.617647,0.778626,0.979991,0.602151,0.713873,0.765957,0.793103,0.963114,0.692308,0.73728,0.677419,0.944444,0.970803,0.299663,0.963504,0.271383,0.90833
1.0,0.0,0.0,-0.6666666666666666,0.75,0.0,0.495331,0.1875,0.992644,0.121212,0.503125,0.654837,0.759637,0.668831,0.740741,0.158084,0.382353,0.906604,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.177419,0.54,0.45625,0.681159,0.63587,0.942494,0.971716,0.757908,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.667135,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.902648
1.0,0.0,0.0,-0.6666666666666666,0.5000000000000001,0.0,0.517152,0.1875,0.986897,0.121212,0.503125,0.725026,0.759637,0.668831,0.740741,0.208383,0.382353,0.904717,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.177419,0.54,0.45625,0.681159,0.63913,0.942494,0.971716,0.757908,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.825369,0.692308,0.786309,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.923878
1.0,0.0,0.0,-0.6666666666666666,0.25000000000000006,0.0,0.709276,0.1875,0.983448,0.727273,0.503125,0.843586,0.764172,0.668831,0.740741,0.249102,0.455882,0.859434,0.671233,0.983108,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.981081,0.578947,0.543478,0.381,0.177419,0.54,0.60625,0.681159,0.876087,0.942494,0.971716,0.757908,0.252941,0.557252,0.249204,0.602151,0.713873,0.574468,0.505747,0.96174,0.692308,0.80666,0.677419,0.416667,0.927007,0.52862,0.583942,0.164113,0.924865
1.0,0.0,0.0,-0.6666666666666666,0.0,0.0,0.73399,0.1875,0.973448,0.917749,0.503125,0.825447,0.759637,0.701299,0.740741,0.220359,0.573529,0.55,0.671233,0.962162,0.433333,0.6875,0.745,0.497638,0.662338,0.772727,0.547619,0.983108,0.95614,0.695652,0.812333,0.23871,0.66,0.590625,0.681159,0.871739,0.942494,0.971716,0.757908,0.647059,0.557252,0.976808,0.602151,0.713873,0.574468,0.793103,0.964412,0.692308,0.753932,0.677419,0.666667,0.970803,0.343434,0.919708,0.164113,0.913539
1.0,0.0,0.0,-0.6666666666666666,0.3252574989159953,0.0,0.641683,0.1875,0.982644,0.378788,0.503125,0.843849,0.764172,0.668831,0.740741,0.249102,0.382353,0.890566,0.671233,0.950676,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0476667,0.177419,0.54,0.59375,0.681159,0.833696,0.942494,0.971716,0.757908,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.953496,0.692308,0.820537,0.677419,0.416667,0.875912,0.52862,0.583942,0.164113,0.928574
1.0,0.0,0.0,-0.6666666666666666,0.0752574989159953,0.0,0.735512,0.1875,0.985977,0.917749,0.503125,0.835174,0.764172,0.727273,0.740741,0.231138,0.647059,0.646226,0.671233,0.976351,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.983108,0.947368,0.543478,0.838,0.193548,0.62,0.590625,0.681159,0.878261,0.942494,0.971716,0.757908,0.488235,0.557252,0.898136,0.602151,0.713873,0.574468,0.528736,0.964911,0.692308,0.771508,0.677419,0.416667,0.956204,0.407407,0.912409,0.164113,0.91934
1.0,0.0,0.0,-0.6666666666666666,0.4247425010840047,0.0,0.56054,0.1875,0.985172,0.123377,0.503125,0.839117,0.759637,0.668831,0.740741,0.227545,0.382353,0.907547,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.038,0.177419,0.54,0.45625,0.681159,0.698913,0.942494,0.971716,0.757908,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.914481,0.692308,0.814986,0.677419,0.416667,0.635036,0.37037,0.583942,0.164113,0.928614
1.0,0.0,0.0,-0.6666666666666666,0.1747425010840047,0.0,0.729169,0.1875,0.984713,0.859307,0.503125,0.841483,0.76644,0.720779,0.740741,0.239521,0.588235,0.728302,0.671233,0.981757,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.982432,0.95614,0.543478,0.828667,0.177419,0.54,0.60625,0.681159,0.88587,0.942494,0.971716,0.757908,0.270588,0.557252,0.57799,0.602151,0.713873,0.574468,0.505747,0.964095,0.692308,0.794635,0.677419,0.416667,0.927007,0.515152,0.861314,0.164113,0.923247
1.0,0.0,0.0,-0.5,-1.0,0.0,0.597889,0.1875,0.781954,0.121212,0.503125,0.654837,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.414516,0.06,0.45625,0.681159,0.63587,0.942494,0.969861,0.757908,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.666757,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.902648
1.0,0.0,0.0,-0.5,-0.75,0.0,0.691566,0.1875,0.781954,0.121212,0.504687,0.654837,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.634646,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.912366,0.06,0.45625,0.681159,0.63587,0.942494,0.969861,0.83765,0.252941,0.557252,0.572533,0.602151,0.713873,0.574468,0.505747,0.737102,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.902648
1.0,0.0,0.0,-0.5,-0.5,0.0,0.703136,0.1875,0.833908,0.564935,0.896875,0.741325,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.867717,0.62987,0.772727,0.547619,0.983108,0.578947,0.855072,0.317333,0.953763,0.06,0.45625,0.681159,0.63587,0.942494,0.975425,0.839083,0.335294,0.816794,0.876762,0.602151,0.713873,0.914894,0.505747,0.956365,0.692308,0.708603,0.677419,0.416667,0.788321,0.299663,0.970803,0.241269,0.902648
1.0,0.0,0.0,-0.5,-0.3252574989159953,0.0,0.717345,0.1875,0.915057,0.848485,0.920312,0.776814,0.759637,0.668831,0.740741,0.177246,0.382353,0.55,0.671233,0.743919,0.433333,0.6875,0.745,0.858268,0.62987,0.772727,0.761905,0.982432,0.868421,0.855072,0.640333,0.883333,0.15,0.45625,0.681159,0.643478,0.942494,0.976121,0.838366,0.476471,0.824427,0.950887,0.602151,0.713873,0.914894,0.62069,0.960743,0.692308,0.708603,0.677419,0.888889,0.948905,0.299663,0.970803,0.342302,0.903634
1.0,0.0,0.0,-0.5,-0.25,0.0,0.72313,0.28125,0.915057,0.867965,0.932812,0.788644,0.759637,0.668831,0.740741,0.180838,0.382353,0.55,0.671233,0.795946,0.466667,0.708333,0.745,0.51811,0.62987,0.772727,0.666667,0.982432,0.938596,0.855072,0.714,0.53871,0.55,0.496875,0.681159,0.773913,0.942494,0.975039,0.829563,0.570588,0.824427,0.975443,0.602151,0.84104,0.93617,0.793103,0.961982,0.692308,0.711378,0.677419,0.972222,0.970803,0.299663,0.970803,0.410727,0.913697
1.0,0.0,0.0,-0.5,-0.0752574989159953,0.0,0.736628,0.1875,0.964828,0.917749,0.640625,0.82387,0.759637,0.727273,0.740741,0.22515,0.602941,0.55,0.671233,0.952703,0.433333,0.6875,0.745,0.497638,0.785714,0.772727,0.547619,0.982432,0.964912,0.826087,0.828667,0.29086,0.71,0.59375,0.681159,0.871739,0.942494,0.972488,0.759546,0.7,0.801527,0.987267,0.623656,0.713873,0.893617,0.793103,0.964594,0.692308,0.751156,0.677419,1.0,0.970803,0.353535,0.963504,0.428546,0.919656
1.0,0.0,0.0,-0.5,0.75,0.0,0.495585,0.1875,0.993563,0.121212,0.503125,0.654837,0.764172,0.668831,0.740741,0.182036,0.382353,0.906604,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0386667,0.177419,0.54,0.45625,0.681159,0.644565,0.942494,0.972488,0.758829,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.669249,0.692308,0.709528,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.904187
1.0,0.0,0.0,-0.5,0.5000000000000001,0.0,0.534761,0.1875,0.993218,0.132035,0.503125,0.844374,0.764172,0.668831,0.740741,0.245509,0.382353,0.908491,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0393333,0.177419,0.54,0.45625,0.681159,0.682609,0.942494,0.972488,0.758829,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.885461,0.692308,0.838113,0.677419,0.416667,0.635036,0.3367,0.583942,0.164113,0.938321
1.0,0.0,0.0,-0.5,0.25000000000000006,0.0,0.720999,0.1875,0.986552,0.824675,0.503125,0.851998,0.764172,0.75974,0.740741,0.243114,0.647059,0.870755,0.671233,0.981081,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.982432,0.745614,0.543478,0.761333,0.177419,0.54,0.609375,0.681159,0.891304,0.942494,0.972488,0.758829,0.252941,0.557252,0.401091,0.602151,0.713873,0.659574,0.505747,0.965303,0.692308,0.812211,0.677419,0.416667,0.927007,0.579125,0.846715,0.164113,0.95896
1.0,0.0,0.0,-0.5,0.0,0.0,0.739673,0.1875,0.984138,0.928571,0.503125,0.835174,0.764172,0.74026,0.740741,0.22994,0.705882,0.556604,0.671233,0.969595,0.433333,0.6875,0.745,0.497638,0.766234,0.772727,0.547619,0.982432,0.964912,0.797101,0.864333,0.260753,0.7,0.6,0.681159,0.882609,0.942494,0.972488,0.758829,0.717647,0.671756,0.983174,0.655914,0.713873,0.765957,0.850575,0.96562,0.692308,0.764107,0.677419,1.0,0.970803,0.430976,0.941606,0.164291,0.927785
1.0,0.0,0.0,-0.5,0.3252574989159953,0.0,0.668477,0.1875,0.986207,0.662338,0.503125,0.851998,0.764172,0.668831,0.740741,0.250299,0.411765,0.89717,0.671233,0.964865,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.738514,0.578947,0.543478,0.199,0.177419,0.54,0.60625,0.695652,0.86413,0.942494,0.972488,0.758829,0.252941,0.557252,0.103683,0.602151,0.713873,0.574468,0.505747,0.961951,0.692308,0.836263,0.677419,0.416667,0.890511,0.579125,0.583942,0.164113,0.956158
1.0,0.0,0.0,-0.5,0.0752574989159953,0.0,0.741551,0.1875,0.99069,0.9329,0.503125,0.845163,0.76644,0.74026,0.740741,0.249102,0.75,0.657547,0.671233,0.97973,0.433333,0.6875,0.745,0.497638,0.714286,0.772727,0.547619,0.981757,0.95614,0.652174,0.892333,0.215591,0.61,0.5875,0.681159,0.894565,0.942494,0.972488,0.758829,0.7,0.572519,0.950887,0.645161,0.713873,0.659574,0.862069,0.966541,0.692308,0.783534,0.677419,0.611111,0.956204,0.515152,0.927007,0.164113,0.936743
